

Generation: 0

| chromosome                                                                                                                                                                                                                                            | train   | val   |     fitness |   id | parents      |
| [0.0, -7.888476128687714e-13, -2.6104020234302375e-13, 3.2437837158473186e-11, 4.76640713051055e-11, -1.5496814888197526e-15, 1.00035661815149e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]    |   64 | (22, 55)  | 4.19754e+10 | 1.38166e+11 | 9.0071e+10  |
| [0.0, -7.864188885484865e-13, -2.6104020234302375e-13, 3.2437837158473186e-11, 5.401516380721209e-11, -1.5496814888197526e-15, 1.00035661815149e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |   58 | (55, 54)  | 4.19754e+10 | 1.38166e+11 | 9.0071e+10  |
| [0.0, -7.864188885484865e-13, -2.6104020234302375e-13, 3.2437837158473186e-11, 5.401516380721209e-11, -1.5496814888197526e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10] |   65 | (45, 55)  | 4.19754e+10 | 1.38166e+11 | 9.0071e+10  |
| [0.0, -7.90819644766571e-13, -2.6104020234302375e-13, 3.1725227898367234e-11, 4.76640713051055e-11, -1.611856323367439e-15, 9.945527008506035e-16, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]     |   60 | (53, 22)  | 5.41707e+10 | 1.26892e+11 | 9.05315e+10 |
| [0.0, -7.809185352479392e-13, -2.5617377803566906e-13, 3.263116508646472e-11, 4.76640713051055e-11, -1.5496814888197526e-15, 9.945527008506035e-16, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.535410374023111e-10]   |   63 | (53, 45)  | 6.17579e+11 | 5.53613e+11 | 5.85596e+11 |

Generation: 8

| chromosome                                                                                                                                                                                                                                           |   id | parents   |       train |         val |     fitness |
|------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|-----------|-------------|-------------|-------------|
| [0.0, -7.864188885484865e-13, -2.6104020234302375e-13, 3.2437837158473186e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10] |   62 | (55, 45)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.90819644766571e-13, -2.5497604010211434e-13, 3.1725227898367234e-11, 4.76640713051055e-11, -1.5496814888197526e-15, 9.945527008506035e-16, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]    |   67 | (53, 22)  | 4.19754e+10 | 1.38166e+11 | 9.0071e+10  |
| [0.0, -7.888476128687714e-13, -2.6104020234302375e-13, 3.1725227898367234e-11, 4.76640713051055e-11, -1.5496814888197526e-15, 1.0065920934471386e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |   68 | (22, 64)  | 4.19754e+10 | 1.38166e+11 | 9.0071e+10  |
| [0.0, -7.888476128687714e-13, -2.6104020234302375e-13, 3.2437837158473186e-11, 4.76640713051055e-11, -1.5496814888197526e-15, 9.945527008506035e-16, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |   66 | (64, 59)  | 4.19754e+10 | 1.38166e+11 | 9.0071e+10  |
| [0.0, -7.888476128687714e-13, -2.6104020234302375e-13, 3.2437837158473186e-11, 4.76640713051055e-11, -1.5496814888197526e-15, 1.00035661815149e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]    |   71 | (64, 61)  | 4.19754e+10 | 1.38166e+11 | 9.0071e+10  |
| [0.0, -7.90819644766571e-13, -2.5617377803566906e-13, 3.2437837158473186e-11, 4.76640713051055e-11, -1.5496814888197526e-15, 9.945527008506035e-16, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]    |   72 | (59, 59)  | 4.19754e+10 | 1.38166e+11 | 9.0071e+10  |
| [0.0, -7.864188885484865e-13, -2.6104020234302375e-13, 3.2437837158473186e-11, 4.851456771704846e-11, -1.5496814888197526e-15, 1.0163064947072076e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10] |   73 | (62, 22)  | 4.19754e+10 | 1.38166e+11 | 9.0071e+10  |
| [0.0, -7.875993528490151e-13, -2.6104020234302375e-13, 3.2437837158473186e-11, 4.76640713051055e-11, -1.492621540970359e-15, 1.00035661815149e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]     |   70 | (61, 62)  | 3.32777e+10 | 1.51051e+11 | 9.21645e+10 |
| [0.0, -7.90819644766571e-13, -2.5617377803566906e-13, 3.2437837158473186e-11, 4.76640713051055e-11, -1.5496814888197526e-15, 9.945527008506035e-16, 2.9134869575663408e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |   69 | (59, 61)  | 1.0214e+11  | 1.14202e+11 | 1.08171e+11 |
| [0.0, -7.888476128687714e-13, -2.5617377803566906e-13, 3.154885720703316e-11, 4.76640713051055e-11, -1.5496814888197526e-15, 1.00035661815149e-15, 2.992238523262888e-05, -2.0319927751743337e-06, -2.0299566794866938e-08, 9.82789572938636e-10]    |   61 | (22, 56)  | 4.01715e+11 | 3.40183e+11 | 3.70949e+11 |

Generation: 9

| chromosome                                                                                                                                                                                                                                           |   id | parents   |       train |         val |     fitness |
|------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|-----------|-------------|-------------|-------------|
| [0.0, -7.864188885484865e-13, -2.6104020234302375e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10] |   75 | (62, 68)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.864188885484865e-13, -2.6104020234302375e-13, 3.2437837158473186e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10] |   62 | (55, 45)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.90819644766571e-13, -2.5497604010211434e-13, 3.1725227898367234e-11, 4.76640713051055e-11, -1.5496814888197526e-15, 9.945527008506035e-16, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]    |   67 | (53, 22)  | 4.19754e+10 | 1.38166e+11 | 9.0071e+10  |
| [0.0, -7.888476128687714e-13, -2.625055828436811e-13, 3.1782017025329925e-11, 4.76640713051055e-11, -1.5496814888197526e-15, 1.0065920934471386e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |   80 | (68, 68)  | 4.19754e+10 | 1.38166e+11 | 9.0071e+10  |
| [0.0, -7.90819644766571e-13, -2.5617377803566906e-13, 3.2437837158473186e-11, 4.76640713051055e-11, -1.5496814888197526e-15, 9.945527008506035e-16, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]    |   76 | (72, 72)  | 4.19754e+10 | 1.38166e+11 | 9.0071e+10  |
| [0.0, -7.888476128687714e-13, -2.6104020234302375e-13, 3.2437837158473186e-11, 4.76640713051055e-11, -1.5496814888197526e-15, 9.945527008506035e-16, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |   78 | (66, 72)  | 4.19754e+10 | 1.38166e+11 | 9.0071e+10  |
| [0.0, -7.864188885484865e-13, -2.5497604010211434e-13, 3.1725227898367234e-11, 4.76640713051055e-11, -1.4778114770892784e-15, 9.945527008506035e-16, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |   77 | (62, 67)  | 3.14104e+10 | 1.54793e+11 | 9.31016e+10 |
| [0.0, -7.90819644766571e-13, -2.631466039958029e-13, 3.1725227898367234e-11, 5.015441996077906e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -2.0179911568813628e-08, 9.82789572938636e-10]  |   74 | (62, 67)  | 2.41341e+11 | 1.78999e+11 | 2.1017e+11  |
| [0.0, -7.888476128687714e-13, -2.5497604010211434e-13, 3.1725227898367234e-11, 4.76640713051055e-11, -1.5496814888197526e-15, 9.945527008506035e-16, 2.909679609893272e-05, -2.0603093005856317e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |   81 | (66, 67)  | 4.56086e+11 | 4.19128e+11 | 4.37607e+11 |
| [0.0, -7.90819644766571e-13, -2.5497604010211434e-13, 3.2437837158473186e-11, 5.605316037449595e-11, -1.5496814888197526e-15, 9.945527008506035e-16, 2.992238523262888e-05, -1.9217737541703458e-06, -1.9402363182738697e-08, 9.82789572938636e-10]  |   79 | (62, 67)  | 6.08974e+11 | 2.21234e+12 | 1.41066e+12 |

Generation: 10

| chromosome                                                                                                                                                                                                                                            |   id | parents   |       train |         val |     fitness |
|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|-----------|-------------|-------------|-------------|
| [0.0, -7.864188885484865e-13, -2.6104020234302375e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |   84 | (75, 62)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.864188885484865e-13, -2.6104020234302375e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |   88 | (75, 62)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.864188885484865e-13, -2.6104020234302375e-13, 3.170572049718186e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |   75 | (62, 68)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.864188885484865e-13, -2.6104020234302375e-13, 3.2437837158473186e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |   62 | (55, 45)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.841386784046575e-13, -2.6104020234302375e-13, 3.2437837158473186e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |   89 | (75, 62)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.864188885484865e-13, -2.6104020234302375e-13, 3.1725227898367234e-11, 3.8430078977315693e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10] |   83 | (67, 75)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.90819644766571e-13, -2.5497604010211434e-13, 3.1725227898367234e-11, 4.055152051663361e-11, -1.5496814888197526e-15, 9.945527008506035e-16, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]    |   86 | (76, 67)  | 4.19754e+10 | 1.38166e+11 | 9.0071e+10  |
| [0.0, -7.888476128687714e-13, -2.625055828436811e-13, 3.1782017025329925e-11, 4.76640713051055e-11, -1.5496814888197526e-15, 1.0065920934471386e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]    |   82 | (80, 80)  | 4.19754e+10 | 1.38166e+11 | 9.0071e+10  |
| [0.0, -7.888476128687714e-13, -2.625055828436811e-13, 3.2437837158473186e-11, 4.76640713051055e-11, -1.5496814888197526e-15, 9.945527008506035e-16, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]     |   85 | (80, 78)  | 4.19754e+10 | 1.38166e+11 | 9.0071e+10  |
| [0.0, -7.888476128687714e-13, -2.625055828436811e-13, 3.193836473325007e-11, 5.401516380721209e-11, -1.5089609409665692e-15, 1.0158767802049763e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 1.0537244153576686e-09]  |   87 | (80, 75)  | 1.93268e+12 | 5.33393e+12 | 3.63331e+12 |

Generation: 11

| chromosome                                                                                                                                                                                                                                            |   id | parents   |       train |         val |     fitness |
|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|-----------|-------------|-------------|-------------|
| [0.0, -7.864188885484865e-13, -2.6104020234302375e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |   84 | (75, 62)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.864188885484865e-13, -2.6104020234302375e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |   88 | (75, 62)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.841386784046575e-13, -2.6104020234302375e-13, 3.2437837158473186e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |   91 | (62, 89)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.864188885484865e-13, -2.6282501179758386e-13, 3.2437837158473186e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |   94 | (75, 89)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.864188885484865e-13, -2.6104020234302375e-13, 3.2437837158473186e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |   95 | (89, 62)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.823874322933647e-13, -2.6104020234302375e-13, 3.2437837158473186e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |   97 | (62, 88)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.841386784046575e-13, -2.573934444903957e-13, 3.297376574426738e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]    |   92 | (89, 89)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.864188885484865e-13, -2.6104020234302375e-13, 3.1725227898367234e-11, 3.8430078977315693e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10] |   90 | (83, 83)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.864188885484865e-13, -2.6104020234302375e-13, 3.1725227898367234e-11, 3.8430078977315693e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10] |   93 | (83, 88)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.864188885484865e-13, -2.6104020234302375e-13, 3.1725227898367234e-11, 3.8430078977315693e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10] |   96 | (83, 83)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |

Generation: 12

| chromosome                                                                                                                                                                                                                                             |   id | parents   |       train |         val |     fitness |
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|-----------|-------------|-------------|-------------|
| [0.0, -7.864188885484865e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]    |   84 | (75, 62)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.864188885484865e-13, -2.6104020234302375e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0062078249831882e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |   88 | (75, 62)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.823874322933647e-13, -2.6104020234302375e-13, 3.2437837158473186e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  100 | (95, 97)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.864188885484865e-13, -2.6104020234302375e-13, 3.2437837158473186e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  101 | (88, 95)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.823874322933647e-13, -2.6104020234302375e-13, 3.2437837158473186e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  102 | (97, 97)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.841386784046575e-13, -2.6104020234302375e-13, 3.2437837158473186e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  105 | (97, 91)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.823874322933647e-13, -2.6104020234302375e-13, 3.2437837158473186e-11, 5.401516380721209e-11, -1.542931145447659e-15, 1.0082796140032728e-15, 3.0120127758175156e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  104 | (97, 94)  | 3.29403e+10 | 1.59556e+11 | 9.62482e+10 |
| [0.0, -7.864188885484865e-13, -2.6104020234302375e-13, 3.2437837158473186e-11, 4.5944534127368526e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.9259179632499104e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10] |  103 | (95, 94)  | 9.6048e+10  | 1.11923e+11 | 1.03986e+11 |
| [0.0, -7.864188885484865e-13, -2.6104020234302375e-13, 3.2437837158473186e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0160686502365808e-15, 2.992238523262888e-05, -1.983446590199426e-06, -1.945596727696083e-08, 9.82789572938636e-10]    |   98 | (95, 84)  | 4.98981e+10 | 5.00636e+11 | 2.75267e+11 |
| [0.0, -7.864188885484865e-13, -2.6282501179758386e-13, 3.2437837158473186e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -1.984753208226726e-06, -1.945596727696083e-08, 1.0140918275015225e-09]  |   99 | (94, 88)  | 7.03169e+11 | 2.46316e+12 | 1.58316e+12 |

Generation: 13

| chromosome                                                                                                                                                                                                                                            |   id | parents    |       train |         val |     fitness |
|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|-------------|-------------|-------------|
| [0.0, -7.864188885484865e-13, -2.6104020234302375e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0108513772975943e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |   88 | (75, 62)   | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.864188885484865e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  110 | (84, 101)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.864188885484865e-13, -2.6104020234302375e-13, 3.2437837158473186e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0062078249831882e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  108 | (101, 88)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.841386784046575e-13, -2.6104020234302375e-13, 3.2437837158473186e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  113 | (100, 105) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.864188885484865e-13, -2.6104020234302375e-13, 3.277858380149875e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  106 | (101, 105) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.841386784046575e-13, -2.6104020234302375e-13, 3.2437837158473186e-11, 6.171403210601834e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.95865052087407e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  107 | (101, 105) | 6.72536e+10 | 1.15212e+11 | 9.12327e+10 |
| [0.0, -7.864188885484865e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.4863216617910292e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |   84 | (75, 62)   | 3.24637e+10 | 1.52623e+11 | 9.25433e+10 |
| [0.0, -7.864188885484865e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.9807738496077386e-08, 9.82789572938636e-10]  |  109 | (84, 84)   | 1.15498e+11 | 1.07534e+11 | 1.11516e+11 |
| [0.0, -7.841386784046575e-13, -2.6104020234302375e-13, 3.2437837158473186e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.9036598213648882e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10] |  111 | (105, 101) | 1.20003e+11 | 1.18236e+11 | 1.1912e+11  |
| [0.0, -7.823874322933647e-13, -2.6104020234302375e-13, 3.2437837158473186e-11, 5.401516380721209e-11, -1.6682733709963991e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 1.073205703776682e-09] |  112 | (102, 105) | 2.94652e+12 | 7.78065e+12 | 5.36359e+12 |

Generation: 14

| chromosome                                                                                                                                                                                                                                            |   id | parents    |       train |         val |     fitness |
|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|-------------|-------------|-------------|
| [0.0, -7.841386784046575e-13, -2.6104020234302375e-13, 3.2437837158473186e-11, 6.171403210601834e-11, -1.5701017896161348e-15, 1.0108513772975943e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  118 | (107, 88)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.864188885484865e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  110 | (84, 101)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.841386784046575e-13, -2.6104020234302375e-13, 3.2437837158473186e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  114 | (88, 113)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.864188885484865e-13, -2.6104020234302375e-13, 3.2437837158473186e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0062078249831882e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  116 | (108, 108) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.864188885484865e-13, -2.533800015861231e-13, 3.277858380149875e-11, 5.401516380721209e-11, -1.5088678379552059e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]    |  115 | (106, 110) | 3.5511e+10  | 1.47135e+11 | 9.13232e+10 |
| [0.0, -7.864188885484865e-13, -2.6104020234302375e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.6496950450299713e-15, 1.0108513772975943e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |   88 | (75, 62)   | 6.298e+10   | 1.21443e+11 | 9.22115e+10 |
| [0.0, -7.864188885484865e-13, -2.6104020234302375e-13, 3.2437837158473186e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0108513772975943e-15, 2.928553993099028e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  120 | (108, 88)  | 9.34456e+10 | 1.11634e+11 | 1.0254e+11  |
| [0.0, -7.864188885484865e-13, -2.6104020234302375e-13, 3.200978713136577e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.024626413663512e-06, -1.945596727696083e-08, 9.909515951416747e-10]   |  119 | (88, 113)  | 2.0306e+10  | 2.33459e+11 | 1.26882e+11 |
| [0.0, -7.864188885484865e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.8469912779686742e-08, 1.026065103442221e-09] |  117 | (110, 110) | 1.44021e+12 | 4.26792e+12 | 2.85406e+12 |
| [0.0, -7.841386784046575e-13, -2.593552262180669e-13, 3.2437837158473186e-11, 5.401516380721209e-11, -1.6488111043156861e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 1.0582690380668923e-09] |  121 | (108, 113) | 1.9889e+12  | 5.59651e+12 | 3.7927e+12  |

Generation: 15

