('W', '0', '0', 'D', '0', 'NONE')
('E', '0', '0', 'R', '25', 'STAY')
('E', '0', '0', 'R', '25', 'HIT')
('E', '0', '0', 'R', '50', 'LEFT')
('E', '0', '0', 'R', '50', 'STAY')
('E', '0', '0', 'R', '50', 'HIT')
('E', '0', '0', 'R', '75', 'LEFT')
('E', '0', '0', 'R', '75', 'STAY')
('E', '0', '0', 'R', '75', 'HIT')
('E', '0', '0', 'R', '100', 'LEFT')
('E', '0', '0', 'R', '100', 'STAY')
('E', '0', '0', 'R', '100', 'HIT')
('E', '0', '1', 'D', '0', 'NONE')
('E', '0', '1', 'D', '25', 'LEFT')
('E', '0', '1', 'D', '25', 'STAY')
('E', '0', '1', 'D', '25', 'SHOOT')
('E', '0', '1', 'D', '25', 'HIT')
('E', '0', '1', 'D', '50', 'LEFT')
('E', '0', '1', 'D', '50', 'STAY')
('E', '0', '1', 'D', '50', 'SHOOT')
('E', '0', '1', 'D', '50', 'HIT')
('E', '0', '1', 'D', '75', 'LEFT')
('E', '0', '1', 'D', '75', 'STAY')
('E', '0', '1', 'D', '75', 'SHOOT')
('E', '0', '1', 'D', '75', 'HIT')
('E', '0', '1', 'D', '100', 'LEFT')
('E', '0', '1', 'D', '100', 'STAY')
('E', '0', '1', 'D', '100', 'SHOOT')
('E', '0', '1', 'D', '100', 'HIT')
('E', '0', '1', 'R', '0', 'NONE')
('E', '0', '1', 'R', '25', 'LEFT')
('E', '0', '1', 'R', '25', 'STAY')
('E', '0', '1', 'R', '25', 'SHOOT')
('E', '0', '1', 'R', '25', 'HIT')
('E', '0', '1', 'R', '50', 'LEFT')
('E', '0', '1', 'R', '50', 'STAY')
('E', '0', '1', 'R', '50', 'SHOOT')
('E', '0', '1', 'R', '50', 'HIT')
('E', '0', '1', 'R', '75', 'LEFT')
('E', '0', '1', 'R', '75', 'STAY')
('E', '0', '1', 'R', '75', 'SHOOT')
('E', '0', '1', 'R', '75', 'HIT')
('E', '0', '1', 'R', '100', 'LEFT')
('E', '0', '1', 'R', '100', 'STAY')
('E', '0', '1', 'R', '100', 'SHOOT')
('E', '0', '1', 'R', '100', 'HIT')
('E', '0', '2', 'D', '0', 'NONE')
('E', '0', '2', 'D', '25', 'LEFT')
('E', '0', '2', 'D', '25', 'STAY')
('E', '0', '2', 'D', '25', 'SHOOT')
('E', '0', '2', 'D', '25', 'HIT')
('E', '0', '2', 'D', '50', 'LEFT')
('E', '0', '2', 'D', '50', 'STAY')
('E', '0', '2', 'D', '50', 'SHOOT')
('E', '0', '2', 'D', '50', 'HIT')
('E', '0', '2', 'D', '75', 'LEFT')
('E', '0', '2', 'D', '75', 'STAY')
('E', '0', '2', 'D', '75', 'SHOOT')
('E', '0', '2', 'D', '75', 'HIT')
('E', '0', '2', 'D', '100', 'LEFT')
('E', '0', '2', 'D', '100', 'STAY')
('E', '0', '2', 'D', '100', 'SHOOT')
('E', '0', '2', 'D', '100', 'HIT')
('E', '0', '2', 'R', '0', 'NONE')
('E', '0', '2', 'R', '25', 'LEFT')
('E', '0', '2', 'R', '25', 'STAY')
('E', '0', '2', 'R', '25', 'SHOOT')
('E', '0', '2', 'R', '25', 'HIT')
('E', '0', '2', 'R', '50', 'LEFT')
('E', '0', '2', 'R', '50', 'STAY')
('E', '0', '2', 'R', '50', 'SHOOT')
('E', '0', '2', 'R', '50', 'HIT')
('E', '0', '2', 'R', '75', 'LEFT')
('E', '0', '2', 'R', '75', 'STAY')
('E', '0', '2', 'R', '75', 'SHOOT')
('E', '0', '2', 'R', '75', 'HIT')
('E', '0', '2', 'R', '100', 'LEFT')
('E', '0', '2', 'R', '100', 'STAY')
('E', '0', '2', 'R', '100', 'SHOOT')
('E', '0', '2', 'R', '100', 'HIT')
('E', '0', '3', 'D', '0', 'NONE')
('E', '0', '3', 'D', '25', 'LEFT')
('E', '0', '3', 'D', '25', 'STAY')
('E', '0', '3', 'D', '25', 'SHOOT')
('E', '0', '3', 'D', '25', 'HIT')
('E', '0', '3', 'D', '50', 'LEFT')
('E', '0', '3', 'D', '50', 'STAY')
('E', '0', '3', 'D', '50', 'SHOOT')
('E', '0', '3', 'D', '50', 'HIT')
('E', '0', '3', 'D', '75', 'LEFT')
('E', '0', '3', 'D', '75', 'STAY')
('E', '0', '3', 'D', '75', 'SHOOT')
('E', '0', '3', 'D', '75', 'HIT')
('E', '0', '3', 'D', '100', 'LEFT')
('E', '0', '3', 'D', '100', 'STAY')
('E', '0', '3', 'D', '100', 'SHOOT')
('E', '0', '3', 'D', '100', 'HIT')
('E', '0', '3', 'R', '0', 'NONE')
('E', '0', '3', 'R', '25', 'LEFT')
('E', '0', '3', 'R', '25', 'STAY')
('E', '0', '3', 'R', '25', 'SHOOT')
('E', '0', '3', 'R', '25', 'HIT')
('E', '0', '3', 'R', '50', 'LEFT')
('E', '0', '3', 'R', '50', 'STAY')
('E', '0', '3', 'R', '50', 'SHOOT')
('E', '0', '3', 'R', '50', 'HIT')
('E', '0', '3', 'R', '75', 'LEFT')
('E', '0', '3', 'R', '75', 'STAY')
('E', '0', '3', 'R', '75', 'SHOOT')
('E', '0', '3', 'R', '75', 'HIT')
('E', '0', '3', 'R', '100', 'LEFT')
('E', '0', '3', 'R', '100', 'STAY')
('E', '0', '3', 'R', '100', 'SHOOT')
('E', '0', '3', 'R', '100', 'HIT')
('E', '1', '0', 'D', '0', 'NONE')
('E', '1', '0', 'D', '25', 'LEFT')
('E', '1', '0', 'D', '25', 'STAY')
('E', '1', '0', 'D', '25', 'HIT')
('E', '1', '0', 'D', '50', 'LEFT')
('E', '1', '0', 'D', '50', 'STAY')
('E', '1', '0', 'D', '50', 'HIT')
('E', '1', '0', 'D', '75', 'LEFT')
('E', '1', '0', 'D', '75', 'STAY')
('E', '1', '0', 'D', '75', 'HIT')
('E', '1', '0', 'D', '100', 'LEFT')
('E', '1', '0', 'D', '100', 'STAY')
('E', '1', '0', 'D', '100', 'HIT')
('E', '1', '0', 'R', '0', 'NONE')
('E', '1', '0', 'R', '25', 'LEFT')
('E', '1', '0', 'R', '25', 'STAY')
('E', '1', '0', 'R', '25', 'HIT')
('E', '1', '0', 'R', '50', 'LEFT')
('E', '1', '0', 'R', '50', 'STAY')
('E', '1', '0', 'R', '50', 'HIT')
('E', '1', '0', 'R', '75', 'LEFT')
('E', '1', '0', 'R', '75', 'STAY')
('E', '1', '0', 'R', '75', 'HIT')
('E', '1', '0', 'R', '100', 'LEFT')
('E', '1', '0', 'R', '100', 'STAY')
('E', '1', '0', 'R', '100', 'HIT')
('E', '1', '1', 'D', '0', 'NONE')
('E', '1', '1', 'D', '25', 'LEFT')
('E', '1', '1', 'D', '25', 'STAY')
('E', '1', '1', 'D', '25', 'SHOOT')
('E', '1', '1', 'D', '25', 'HIT')
('E', '1', '1', 'D', '50', 'LEFT')
('E', '1', '1', 'D', '50', 'STAY')
('E', '1', '1', 'D', '50', 'SHOOT')
('E', '1', '1', 'D', '50', 'HIT')
('E', '1', '1', 'D', '75', 'LEFT')
('E', '1', '1', 'D', '75', 'STAY')
('E', '1', '1', 'D', '75', 'SHOOT')
('E', '1', '1', 'D', '75', 'HIT')
('E', '1', '1', 'D', '100', 'LEFT')
('E', '1', '1', 'D', '100', 'STAY')
('E', '1', '1', 'D', '100', 'SHOOT')
('E', '1', '1', 'D', '100', 'HIT')
('E', '1', '1', 'R', '0', 'NONE')
('E', '1', '1', 'R', '25', 'LEFT')
('E', '1', '1', 'R', '25', 'STAY')
('E', '1', '1', 'R', '25', 'SHOOT')
('E', '1', '1', 'R', '25', 'HIT')
('E', '1', '1', 'R', '50', 'LEFT')
('E', '1', '1', 'R', '50', 'STAY')
('E', '1', '1', 'R', '50', 'SHOOT')
('E', '1', '1', 'R', '50', 'HIT')
('E', '1', '1', 'R', '75', 'LEFT')
('E', '1', '1', 'R', '75', 'STAY')
('E', '1', '1', 'R', '75', 'SHOOT')
('E', '1', '1', 'R', '75', 'HIT')
('E', '1', '1', 'R', '100', 'LEFT')
('E', '1', '1', 'R', '100', 'STAY')
('E', '1', '1', 'R', '100', 'SHOOT')
('E', '1', '1', 'R', '100', 'HIT')
('E', '1', '2', 'D', '0', 'NONE')
('E', '1', '2', 'D', '25', 'LEFT')
('E', '1', '2', 'D', '25', 'STAY')
('E', '1', '2', 'D', '25', 'SHOOT')
('E', '1', '2', 'D', '25', 'HIT')
('E', '1', '2', 'D', '50', 'LEFT')
('E', '1', '2', 'D', '50', 'STAY')
('E', '1', '2', 'D', '50', 'SHOOT')
('E', '1', '2', 'D', '50', 'HIT')
('E', '1', '2', 'D', '75', 'LEFT')
('E', '1', '2', 'D', '75', 'STAY')
('E', '1', '2', 'D', '75', 'SHOOT')
('E', '1', '2', 'D', '75', 'HIT')
('E', '1', '2', 'D', '100', 'LEFT')
('E', '1', '2', 'D', '100', 'STAY')
('E', '1', '2', 'D', '100', 'SHOOT')
('E', '1', '2', 'D', '100', 'HIT')
('E', '1', '2', 'R', '0', 'NONE')
('E', '1', '2', 'R', '25', 'LEFT')
('E', '1', '2', 'R', '25', 'STAY')
('E', '1', '2', 'R', '25', 'SHOOT')
('E', '1', '2', 'R', '25', 'HIT')
('E', '1', '2', 'R', '50', 'LEFT')
('E', '1', '2', 'R', '50', 'STAY')
('E', '1', '2', 'R', '50', 'SHOOT')
('E', '1', '2', 'R', '50', 'HIT')
('E', '1', '2', 'R', '75', 'LEFT')
('E', '1', '2', 'R', '75', 'STAY')
('E', '1', '2', 'R', '75', 'SHOOT')
('E', '1', '2', 'R', '75', 'HIT')
('E', '1', '2', 'R', '100', 'LEFT')
('E', '1', '2', 'R', '100', 'STAY')
('E', '1', '2', 'R', '100', 'SHOOT')
('E', '1', '2', 'R', '100', 'HIT')
('E', '1', '3', 'D', '0', 'NONE')
('E', '1', '3', 'D', '25', 'LEFT')
('E', '1', '3', 'D', '25', 'STAY')
('E', '1', '3', 'D', '25', 'SHOOT')
('E', '1', '3', 'D', '25', 'HIT')
('E', '1', '3', 'D', '50', 'LEFT')
('E', '1', '3', 'D', '50', 'STAY')
('E', '1', '3', 'D', '50', 'SHOOT')
('E', '1', '3', 'D', '50', 'HIT')
('E', '1', '3', 'D', '75', 'LEFT')
('E', '1', '3', 'D', '75', 'STAY')
('E', '1', '3', 'D', '75', 'SHOOT')
('E', '1', '3', 'D', '75', 'HIT')
('E', '1', '3', 'D', '100', 'LEFT')
('E', '1', '3', 'D', '100', 'STAY')
('E', '1', '3', 'D', '100', 'SHOOT')
('E', '1', '3', 'D', '100', 'HIT')
('E', '1', '3', 'R', '0', 'NONE')
('E', '1', '3', 'R', '25', 'LEFT')
('E', '1', '3', 'R', '25', 'STAY')
('E', '1', '3', 'R', '25', 'SHOOT')
('E', '1', '3', 'R', '25', 'HIT')
('E', '1', '3', 'R', '50', 'LEFT')
('E', '1', '3', 'R', '50', 'STAY')
('E', '1', '3', 'R', '50', 'SHOOT')
('E', '1', '3', 'R', '50', 'HIT')
('E', '1', '3', 'R', '75', 'LEFT')
('E', '1', '3', 'R', '75', 'STAY')
('E', '1', '3', 'R', '75', 'SHOOT')
('E', '1', '3', 'R', '75', 'HIT')
('E', '1', '3', 'R', '100', 'LEFT')
('E', '1', '3', 'R', '100', 'STAY')
('E', '1', '3', 'R', '100', 'SHOOT')
('E', '1', '3', 'R', '100', 'HIT')
('E', '2', '0', 'D', '0', 'NONE')
('E', '2', '0', 'D', '25', 'LEFT')
('E', '2', '0', 'D', '25', 'STAY')
('E', '2', '0', 'D', '25', 'HIT')
('E', '2', '0', 'D', '50', 'LEFT')
('E', '2', '0', 'D', '50', 'STAY')
('E', '2', '0', 'D', '50', 'HIT')
('E', '2', '0', 'D', '75', 'LEFT')
('E', '2', '0', 'D', '75', 'STAY')
('E', '2', '0', 'D', '75', 'HIT')
('E', '2', '0', 'D', '100', 'LEFT')
('E', '2', '0', 'D', '100', 'STAY')
('E', '2', '0', 'D', '100', 'HIT')
('E', '2', '0', 'R', '0', 'NONE')
('E', '2', '0', 'R', '25', 'LEFT')
('E', '2', '0', 'R', '25', 'STAY')
('E', '2', '0', 'R', '25', 'HIT')
('E', '2', '0', 'R', '50', 'LEFT')
('E', '2', '0', 'R', '50', 'STAY')
('E', '2', '0', 'R', '50', 'HIT')
('E', '2', '0', 'R', '75', 'LEFT')
('E', '2', '0', 'R', '75', 'STAY')
('E', '2', '0', 'R', '75', 'HIT')
('E', '2', '0', 'R', '100', 'LEFT')
('E', '2', '0', 'R', '100', 'STAY')
('E', '2', '0', 'R', '100', 'HIT')
('E', '2', '1', 'D', '0', 'NONE')
('E', '2', '1', 'D', '25', 'LEFT')
('E', '2', '1', 'D', '25', 'STAY')
('E', '2', '1', 'D', '25', 'SHOOT')
('E', '2', '1', 'D', '25', 'HIT')
('E', '2', '1', 'D', '50', 'LEFT')
('E', '2', '1', 'D', '50', 'STAY')
('E', '2', '1', 'D', '50', 'SHOOT')
('E', '2', '1', 'D', '50', 'HIT')
('E', '2', '1', 'D', '75', 'LEFT')
('E', '2', '1', 'D', '75', 'STAY')
('E', '2', '1', 'D', '75', 'SHOOT')
('E', '2', '1', 'D', '75', 'HIT')
('E', '2', '1', 'D', '100', 'LEFT')
('E', '2', '1', 'D', '100', 'STAY')
('E', '2', '1', 'D', '100', 'SHOOT')
('E', '2', '1', 'D', '100', 'HIT')
('E', '2', '1', 'R', '0', 'NONE')
('E', '2', '1', 'R', '25', 'LEFT')
('E', '2', '1', 'R', '25', 'STAY')
('E', '2', '1', 'R', '25', 'SHOOT')
('E', '2', '1', 'R', '25', 'HIT')
('E', '2', '1', 'R', '50', 'LEFT')
('E', '2', '1', 'R', '50', 'STAY')
('E', '2', '1', 'R', '50', 'SHOOT')
('E', '2', '1', 'R', '50', 'HIT')
('E', '2', '1', 'R', '75', 'LEFT')
('E', '2', '1', 'R', '75', 'STAY')
('E', '2', '1', 'R', '75', 'SHOOT')
('E', '2', '1', 'R', '75', 'HIT')
('E', '2', '1', 'R', '100', 'LEFT')
('E', '2', '1', 'R', '100', 'STAY')
('E', '2', '1', 'R', '100', 'SHOOT')
('E', '2', '1', 'R', '100', 'HIT')
('E', '2', '2', 'D', '0', 'NONE')
('E', '2', '2', 'D', '25', 'LEFT')
('E', '2', '2', 'D', '25', 'STAY')
('E', '2', '2', 'D', '25', 'SHOOT')
('E', '2', '2', 'D', '25', 'HIT')
('E', '2', '2', 'D', '50', 'LEFT')
('E', '2', '2', 'D', '50', 'STAY')
('E', '2', '2', 'D', '50', 'SHOOT')
('E', '2', '2', 'D', '50', 'HIT')
('E', '2', '2', 'D', '75', 'LEFT')
('E', '2', '2', 'D', '75', 'STAY')
('E', '2', '2', 'D', '75', 'SHOOT')
('E', '2', '2', 'D', '75', 'HIT')
('E', '2', '2', 'D', '100', 'LEFT')
('E', '2', '2', 'D', '100', 'STAY')
('E', '2', '2', 'D', '100', 'SHOOT')
('E', '2', '2', 'D', '100', 'HIT')
('E', '2', '2', 'R', '0', 'NONE')
('E', '2', '2', 'R', '25', 'LEFT')
('E', '2', '2', 'R', '25', 'STAY')
('E', '2', '2', 'R', '25', 'SHOOT')
('E', '2', '2', 'R', '25', 'HIT')
('E', '2', '2', 'R', '50', 'LEFT')
('E', '2', '2', 'R', '50', 'STAY')
('E', '2', '2', 'R', '50', 'SHOOT')
('E', '2', '2', 'R', '50', 'HIT')
('E', '2', '2', 'R', '75', 'LEFT')
('E', '2', '2', 'R', '75', 'STAY')
('E', '2', '2', 'R', '75', 'SHOOT')
('E', '2', '2', 'R', '75', 'HIT')
('E', '2', '2', 'R', '100', 'LEFT')
('E', '2', '2', 'R', '100', 'STAY')
('E', '2', '2', 'R', '100', 'SHOOT')
('E', '2', '2', 'R', '100', 'HIT')
('E', '2', '3', 'D', '0', 'NONE')
('E', '2', '3', 'D', '25', 'LEFT')
('E', '2', '3', 'D', '25', 'STAY')
('E', '2', '3', 'D', '25', 'SHOOT')
('E', '2', '3', 'D', '25', 'HIT')
('E', '2', '3', 'D', '50', 'LEFT')
('E', '2', '3', 'D', '50', 'STAY')
('E', '2', '3', 'D', '50', 'SHOOT')
('E', '2', '3', 'D', '50', 'HIT')
('E', '2', '3', 'D', '75', 'LEFT')
('E', '2', '3', 'D', '75', 'STAY')
('E', '2', '3', 'D', '75', 'SHOOT')
('E', '2', '3', 'D', '75', 'HIT')
('E', '2', '3', 'D', '100', 'LEFT')
('E', '2', '3', 'D', '100', 'STAY')
('E', '2', '3', 'D', '100', 'SHOOT')
('E', '2', '3', 'D', '100', 'HIT')
('E', '2', '3', 'R', '0', 'NONE')
('E', '2', '3', 'R', '25', 'LEFT')
('E', '2', '3', 'R', '25', 'STAY')
('E', '2', '3', 'R', '25', 'SHOOT')
('E', '2', '3', 'R', '25', 'HIT')
('E', '2', '3', 'R', '50', 'LEFT')
('E', '2', '3', 'R', '50', 'STAY')
('E', '2', '3', 'R', '50', 'SHOOT')
('E', '2', '3', 'R', '50', 'HIT')
('E', '2', '3', 'R', '75', 'LEFT')
('E', '2', '3', 'R', '75', 'STAY')
('E', '2', '3', 'R', '75', 'SHOOT')
('E', '2', '3', 'R', '75', 'HIT')
('E', '2', '3', 'R', '100', 'LEFT')
('E', '2', '3', 'R', '100', 'STAY')
('E', '2', '3', 'R', '100', 'SHOOT')
('E', '2', '3', 'R', '100', 'HIT')
('S', '0', '0', 'D', '0', 'NONE')
('S', '0', '0', 'D', '25', 'UP')
('S', '0', '0', 'D', '25', 'STAY')
('S', '0', '0', 'D', '25', 'GATHER')
('S', '0', '0', 'D', '50', 'UP')
('S', '0', '0', 'D', '50', 'STAY')
('S', '0', '0', 'D', '50', 'GATHER')
('S', '0', '0', 'D', '75', 'UP')
('S', '0', '0', 'D', '75', 'STAY')
('S', '0', '0', 'D', '75', 'GATHER')
('S', '0', '0', 'D', '100', 'UP')
('S', '0', '0', 'D', '100', 'STAY')
('S', '0', '0', 'D', '100', 'GATHER')
('S', '0', '0', 'R', '0', 'NONE')
('S', '0', '0', 'R', '25', 'UP')
('S', '0', '0', 'R', '25', 'STAY')
('S', '0', '0', 'R', '25', 'GATHER')
('S', '0', '0', 'R', '50', 'UP')
('S', '0', '0', 'R', '50', 'STAY')
('S', '0', '0', 'R', '50', 'GATHER')
('S', '0', '0', 'R', '75', 'UP')
('S', '0', '0', 'R', '75', 'STAY')
('S', '0', '0', 'R', '75', 'GATHER')
('S', '0', '0', 'R', '100', 'UP')
('S', '0', '0', 'R', '100', 'STAY')
('S', '0', '0', 'R', '100', 'GATHER')
('S', '0', '1', 'D', '0', 'NONE')
('S', '0', '1', 'D', '25', 'UP')
('S', '0', '1', 'D', '25', 'STAY')
('S', '0', '1', 'D', '25', 'GATHER')
('S', '0', '1', 'D', '50', 'UP')
('S', '0', '1', 'D', '50', 'STAY')
('S', '0', '1', 'D', '50', 'GATHER')
('S', '0', '1', 'D', '75', 'UP')
('S', '0', '1', 'D', '75', 'STAY')
('S', '0', '1', 'D', '75', 'GATHER')
('S', '0', '1', 'D', '100', 'UP')
('S', '0', '1', 'D', '100', 'STAY')
('S', '0', '1', 'D', '100', 'GATHER')
('S', '0', '1', 'R', '0', 'NONE')
('S', '0', '1', 'R', '25', 'UP')
('S', '0', '1', 'R', '25', 'STAY')
('S', '0', '1', 'R', '25', 'GATHER')
('S', '0', '1', 'R', '50', 'UP')
('S', '0', '1', 'R', '50', 'STAY')
('S', '0', '1', 'R', '50', 'GATHER')
('S', '0', '1', 'R', '75', 'UP')
('S', '0', '1', 'R', '75', 'STAY')
('S', '0', '1', 'R', '75', 'GATHER')
('S', '0', '1', 'R', '100', 'UP')
('S', '0', '1', 'R', '100', 'STAY')
('S', '0', '1', 'R', '100', 'GATHER')
('S', '0', '2', 'D', '0', 'NONE')
('S', '0', '2', 'D', '25', 'UP')
('S', '0', '2', 'D', '25', 'STAY')
('S', '0', '2', 'D', '25', 'GATHER')
('S', '0', '2', 'D', '50', 'UP')
('S', '0', '2', 'D', '50', 'STAY')
('S', '0', '2', 'D', '50', 'GATHER')
('S', '0', '2', 'D', '75', 'UP')
('S', '0', '2', 'D', '75', 'STAY')
('S', '0', '2', 'D', '75', 'GATHER')
('S', '0', '2', 'D', '100', 'UP')
('S', '0', '2', 'D', '100', 'STAY')
('S', '0', '2', 'D', '100', 'GATHER')
('S', '0', '2', 'R', '0', 'NONE')
('S', '0', '2', 'R', '25', 'UP')
('S', '0', '2', 'R', '25', 'STAY')
('S', '0', '2', 'R', '25', 'GATHER')
('S', '0', '2', 'R', '50', 'UP')
('S', '0', '2', 'R', '50', 'STAY')
('S', '0', '2', 'R', '50', 'GATHER')
('S', '0', '2', 'R', '75', 'UP')
('S', '0', '2', 'R', '75', 'STAY')
('S', '0', '2', 'R', '75', 'GATHER')
('S', '0', '2', 'R', '100', 'UP')
('S', '0', '2', 'R', '100', 'STAY')
('S', '0', '2', 'R', '100', 'GATHER')
('S', '0', '3', 'D', '0', 'NONE')
('S', '0', '3', 'D', '25', 'UP')
('S', '0', '3', 'D', '25', 'STAY')
('S', '0', '3', 'D', '25', 'GATHER')
('S', '0', '3', 'D', '50', 'UP')
('S', '0', '3', 'D', '50', 'STAY')
('S', '0', '3', 'D', '50', 'GATHER')
('S', '0', '3', 'D', '75', 'UP')
('S', '0', '3', 'D', '75', 'STAY')
('S', '0', '3', 'D', '75', 'GATHER')
('S', '0', '3', 'D', '100', 'UP')
('S', '0', '3', 'D', '100', 'STAY')
('S', '0', '3', 'D', '100', 'GATHER')
('S', '0', '3', 'R', '0', 'NONE')
('S', '0', '3', 'R', '25', 'UP')
('S', '0', '3', 'R', '25', 'STAY')
('S', '0', '3', 'R', '25', 'GATHER')
('S', '0', '3', 'R', '50', 'UP')
('S', '0', '3', 'R', '50', 'STAY')
('S', '0', '3', 'R', '50', 'GATHER')
('S', '0', '3', 'R', '75', 'UP')
('S', '0', '3', 'R', '75', 'STAY')
('S', '0', '3', 'R', '75', 'GATHER')
('S', '0', '3', 'R', '100', 'UP')
('S', '0', '3', 'R', '100', 'STAY')
('S', '0', '3', 'R', '100', 'GATHER')
('S', '1', '0', 'D', '0', 'NONE')
('S', '1', '0', 'D', '25', 'UP')
('S', '1', '0', 'D', '25', 'STAY')
('S', '1', '0', 'D', '25', 'GATHER')
('S', '1', '0', 'D', '50', 'UP')
('S', '1', '0', 'D', '50', 'STAY')
('S', '1', '0', 'D', '50', 'GATHER')
('S', '1', '0', 'D', '75', 'UP')
('S', '1', '0', 'D', '75', 'STAY')
('S', '1', '0', 'D', '75', 'GATHER')
('S', '1', '0', 'D', '100', 'UP')
('S', '1', '0', 'D', '100', 'STAY')
('S', '1', '0', 'D', '100', 'GATHER')
('S', '1', '0', 'R', '0', 'NONE')
('S', '1', '0', 'R', '25', 'UP')
('S', '1', '0', 'R', '25', 'STAY')
('S', '1', '0', 'R', '25', 'GATHER')
('S', '1', '0', 'R', '50', 'UP')
('S', '1', '0', 'R', '50', 'STAY')
('S', '1', '0', 'R', '50', 'GATHER')
('S', '1', '0', 'R', '75', 'UP')
('S', '1', '0', 'R', '75', 'STAY')
('S', '1', '0', 'R', '75', 'GATHER')
('S', '1', '0', 'R', '100', 'UP')
('S', '1', '0', 'R', '100', 'STAY')
('S', '1', '0', 'R', '100', 'GATHER')
('S', '1', '1', 'D', '0', 'NONE')
('S', '1', '1', 'D', '25', 'UP')
('S', '1', '1', 'D', '25', 'STAY')
('S', '1', '1', 'D', '25', 'GATHER')
('S', '1', '1', 'D', '50', 'UP')
('S', '1', '1', 'D', '50', 'STAY')
('S', '1', '1', 'D', '50', 'GATHER')
('S', '1', '1', 'D', '75', 'UP')
('S', '1', '1', 'D', '75', 'STAY')
('S', '1', '1', 'D', '75', 'GATHER')
('S', '1', '1', 'D', '100', 'UP')
('S', '1', '1', 'D', '100', 'STAY')
('S', '1', '1', 'D', '100', 'GATHER')
('S', '1', '1', 'R', '0', 'NONE')
('S', '1', '1', 'R', '25', 'UP')
('S', '1', '1', 'R', '25', 'STAY')
('S', '1', '1', 'R', '25', 'GATHER')
('S', '1', '1', 'R', '50', 'UP')
('S', '1', '1', 'R', '50', 'STAY')
('S', '1', '1', 'R', '50', 'GATHER')
('S', '1', '1', 'R', '75', 'UP')
('S', '1', '1', 'R', '75', 'STAY')
('S', '1', '1', 'R', '75', 'GATHER')
('S', '1', '1', 'R', '100', 'UP')
('S', '1', '1', 'R', '100', 'STAY')
('S', '1', '1', 'R', '100', 'GATHER')
('S', '1', '2', 'D', '0', 'NONE')
('S', '1', '2', 'D', '25', 'UP')
('S', '1', '2', 'D', '25', 'STAY')
('S', '1', '2', 'D', '25', 'GATHER')
('S', '1', '2', 'D', '50', 'UP')
('S', '1', '2', 'D', '50', 'STAY')
('S', '1', '2', 'D', '50', 'GATHER')
('S', '1', '2', 'D', '75', 'UP')
('S', '1', '2', 'D', '75', 'STAY')
('S', '1', '2', 'D', '75', 'GATHER')
('S', '1', '2', 'D', '100', 'UP')
('S', '1', '2', 'D', '100', 'STAY')
('S', '1', '2', 'D', '100', 'GATHER')
('S', '1', '2', 'R', '0', 'NONE')
('S', '1', '2', 'R', '25', 'UP')
('S', '1', '2', 'R', '25', 'STAY')
('S', '1', '2', 'R', '25', 'GATHER')
('S', '1', '2', 'R', '50', 'UP')
('S', '1', '2', 'R', '50', 'STAY')
('S', '1', '2', 'R', '50', 'GATHER')
('S', '1', '2', 'R', '75', 'UP')
('S', '1', '2', 'R', '75', 'STAY')
('S', '1', '2', 'R', '75', 'GATHER')
('S', '1', '2', 'R', '100', 'UP')
('S', '1', '2', 'R', '100', 'STAY')
('S', '1', '2', 'R', '100', 'GATHER')
('S', '1', '3', 'D', '0', 'NONE')
('S', '1', '3', 'D', '25', 'UP')
('S', '1', '3', 'D', '25', 'STAY')
('S', '1', '3', 'D', '25', 'GATHER')
('S', '1', '3', 'D', '50', 'UP')
('S', '1', '3', 'D', '50', 'STAY')
('S', '1', '3', 'D', '50', 'GATHER')
('S', '1', '3', 'D', '75', 'UP')
('S', '1', '3', 'D', '75', 'STAY')
('S', '1', '3', 'D', '75', 'GATHER')
('S', '1', '3', 'D', '100', 'UP')
('S', '1', '3', 'D', '100', 'STAY')
('S', '1', '3', 'D', '100', 'GATHER')
('S', '1', '3', 'R', '0', 'NONE')
('S', '1', '3', 'R', '25', 'UP')
('S', '1', '3', 'R', '25', 'STAY')
('S', '1', '3', 'R', '25', 'GATHER')
('S', '1', '3', 'R', '50', 'UP')
('S', '1', '3', 'R', '50', 'STAY')
('S', '1', '3', 'R', '50', 'GATHER')
('S', '1', '3', 'R', '75', 'UP')
('S', '1', '3', 'R', '75', 'STAY')
('S', '1', '3', 'R', '75', 'GATHER')
('S', '1', '3', 'R', '100', 'UP')
('S', '1', '3', 'R', '100', 'STAY')
('S', '1', '3', 'R', '100', 'GATHER')
('S', '2', '0', 'D', '0', 'NONE')
('S', '2', '0', 'D', '25', 'UP')
('S', '2', '0', 'D', '25', 'STAY')
('S', '2', '0', 'D', '25', 'GATHER')
('S', '2', '0', 'D', '50', 'UP')
('S', '2', '0', 'D', '50', 'STAY')
('S', '2', '0', 'D', '50', 'GATHER')
('S', '2', '0', 'D', '75', 'UP')
('S', '2', '0', 'D', '75', 'STAY')
('S', '2', '0', 'D', '75', 'GATHER')
('S', '2', '0', 'D', '100', 'UP')
('S', '2', '0', 'D', '100', 'STAY')
('S', '2', '0', 'D', '100', 'GATHER')
('S', '2', '0', 'R', '0', 'NONE')
('S', '2', '0', 'R', '25', 'UP')
('S', '2', '0', 'R', '25', 'STAY')
('S', '2', '0', 'R', '25', 'GATHER')
('S', '2', '0', 'R', '50', 'UP')
('S', '2', '0', 'R', '50', 'STAY')
('S', '2', '0', 'R', '50', 'GATHER')
